address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"67 Lexington Avenue, Somerville MA",Lexington Avenue,67,42.394547,-71.114334,Kennedy,Kennedy,10,0.3616,Brown,0.1911,0.1705,True,True,0.1911,0.3616,1.0138,0.8174,0.9899,1.3372,1.547,,,,,
"100 Lexington Avenue, Somerville MA",Lexington Avenue,100,42.394828,-71.116308,Kennedy,Kennedy,11,0.378,Brown,0.2073,0.1707,True,True,0.2073,0.378,0.9393,0.9199,1.0851,1.4147,1.6496,,,,,
"133 Lexington Avenue, Somerville MA",Lexington Avenue,133,42.394912,-71.116007,Kennedy,Kennedy,11,0.3825,Brown,0.194,0.1885,True,True,0.194,0.3825,0.9431,0.9064,1.0689,1.4095,1.6358,,,,,
"166 Lexington Avenue, Somerville MA",Lexington Avenue,166,42.394567,-71.11585,Kennedy,Kennedy,10,0.3582,Brown,0.211,0.1472,True,False,0.211,0.3582,0.9673,0.893,1.0654,1.3859,1.623,,,,,
"199 Lexington Avenue, Somerville MA",Lexington Avenue,199,42.394658,-71.115578,Kennedy,Kennedy,11,0.3641,Brown,0.1994,0.1647,True,True,0.1994,0.3641,0.97,0.8809,1.0506,1.3821,1.6107,,,,,
"26 Linden Avenue, Somerville MA",Linden Avenue,26,42.388287,-71.113601,Kennedy,Kennedy,6,0.1241,Kennedy,0.1241,0.0,False,False,0.6232,0.1241,1.3989,0.7907,1.1288,0.9947,1.4771,,,,,
"50 Linden Avenue, Somerville MA",Linden Avenue,50,42.389531,-71.112697,Kennedy,Kennedy,7,0.1446,Kennedy,0.1446,0.0,False,False,0.5411,0.1446,1.3471,0.7245,1.0431,1.0191,1.4276,,,,,
"74 Linden Avenue, Somerville MA",Linden Avenue,74,42.390079,-71.112314,Kennedy,Kennedy,7,0.1706,Kennedy,0.1706,0.0,False,False,0.5065,0.1706,1.3255,0.6984,1.0067,1.0332,1.4082,,,,,
"26 Linden Circle, Somerville MA",Linden Circle,26,42.387868,-71.113864,Kennedy,Kennedy,6,0.1349,Kennedy,0.1349,0.0,False,False,0.6519,0.1349,1.4184,0.8125,1.1564,0.9869,1.4928,,,,,
"1 Lowell Circle, Somerville MA",Lowell Circle,1,42.387657,-71.110303,Kennedy,Kennedy,12,0.292,Kennedy,0.292,0.0,False,False,0.6927,0.292,1.5218,0.6493,1.0231,0.8412,1.3133,,,,,
"26 Lowell Circle, Somerville MA",Lowell Circle,26,42.387734,-71.109834,Kennedy,Kennedy,11,0.312,Kennedy,0.312,0.0,False,False,0.6946,0.312,1.5304,0.6254,1.0018,0.8283,1.289,,,,,
"1 Miller Street, Somerville MA",Miller Street,1,42.383922,-71.11262,Kennedy,Kennedy,12,0.4057,Kennedy,0.4057,0.0,False,False,0.9272,0.4057,1.6916,0.8854,1.2883,0.788,1.4794,,,,,
"26 Miller Street, Somerville MA",Miller Street,26,42.384218,-71.112563,Kennedy,Kennedy,11,0.3878,Kennedy,0.3878,0.0,False,False,0.907,0.3878,1.6742,0.8709,1.2715,0.7943,1.4712,,,,,
"50 Miller Street, Somerville MA",Miller Street,50,42.384445,-71.112901,Kennedy,Kennedy,12,0.3668,Kennedy,0.3668,0.0,False,False,0.8901,0.3668,1.6527,0.8758,1.2723,0.8168,1.4839,,,,,
"74 Miller Street, Somerville MA",Miller Street,74,42.384567,-71.113433,Kennedy,Kennedy,11,0.3498,Kennedy,0.3498,0.0,False,False,0.8804,0.3498,1.6339,0.8936,1.2856,0.8449,1.5082,,,,,
"99 Miller Street, Somerville MA",Miller Street,99,42.384533,-71.113535,Kennedy,Kennedy,11,0.3505,Kennedy,0.3505,0.0,False,False,0.8826,0.3505,1.6339,0.8992,1.291,0.8484,1.5138,,,,,
"1 Mossland Street, Somerville MA",Mossland Street,1,42.387265,-71.116474,Kennedy,Kennedy,5,0.1545,Kennedy,0.1545,0.0,False,False,0.7048,0.1545,1.402,0.952,1.2899,1.0719,1.6294,,,,,
"26 Mossland Street, Somerville MA",Mossland Street,26,42.387287,-71.116342,Kennedy,Kennedy,4,0.1511,Kennedy,0.1511,0.0,False,False,0.7021,0.1511,1.403,0.9451,1.2835,1.067,1.6225,,,,,
"50 Mossland Street, Somerville MA",Mossland Street,50,42.387437,-71.116011,Kennedy,Kennedy,4,0.1371,Kennedy,0.1371,0.0,False,False,0.6892,0.1371,1.3997,0.9258,1.2637,1.0585,1.6046,,,,,
"74 Mossland Street, Somerville MA",Mossland Street,74,42.387579,-71.115666,Kennedy,Kennedy,4,0.1252,Kennedy,0.1252,0.0,False,False,0.6771,0.1252,1.3975,0.906,1.2436,1.0493,1.5862,,,,,
"99 Mossland Street, Somerville MA",Mossland Street,99,42.387616,-71.115652,Kennedy,Kennedy,4,0.1226,Kennedy,0.1226,0.0,False,False,0.6745,0.1226,1.3954,0.9045,1.2415,1.0501,1.5852,,,,,
"113 Museum Street, Somerville MA",Museum Street,113,42.381749,-71.111656,Kennedy,Kennedy,15,0.5635,Kennedy,0.5635,0.0,False,False,1.0813,0.5635,1.8486,0.9488,1.3713,0.6887,1.4814,,,,,
"26 Olive Avenue, Somerville MA",Olive Avenue,26,42.388883,-71.113097,Kennedy,Kennedy,8,0.1286,Kennedy,0.1286,0.0,False,False,0.5836,0.1286,1.3753,0.7547,1.0845,1.0026,1.4492,,,,,
"50 Olive Avenue, Somerville MA",Olive Avenue,50,42.388832,-71.112942,Kennedy,Kennedy,8,0.1372,Kennedy,0.1372,0.0,False,False,0.5878,0.1372,1.3823,0.7479,1.0799,0.9944,1.4414,,,,,
"74 Olive Avenue, Somerville MA",Olive Avenue,74,42.388781,-71.112787,Kennedy,Kennedy,8,0.1458,Kennedy,0.1458,0.0,False,False,0.592,0.1458,1.3893,0.7412,1.0753,0.9863,1.4337,,,,,
"85 Orchard Street, Somerville MA",Orchard Street,85,42.393094,-71.122221,Kennedy,Kennedy,11,0.4271,Kennedy,0.4271,0.0,False,False,0.51,0.4271,0.9288,1.1994,1.4045,1.5454,1.9275,,,,,
"114 Orchard Street, Somerville MA",Orchard Street,114,42.394223,-71.123738,Kennedy,Kennedy,13,0.536,Kennedy,0.536,0.0,False,False,0.5401,0.536,0.8369,1.2849,1.4659,1.6547,2.0148,,,,,
"142 Orchard Street, Somerville MA",Orchard Street,142,42.395135,-71.12537,Kennedy,Kennedy,16,0.6404,Brown,0.5987,0.0417,True,False,0.5987,0.6404,0.7642,1.377,1.5402,1.7591,2.1074,,,,,
"170 Orchard Street, Somerville MA",Orchard Street,170,42.395824,-71.125629,Kennedy,Kennedy,17,0.681,Brown,0.6016,0.0794,True,False,0.6016,0.681,0.7158,1.399,1.549,1.7996,2.1292,,,,,
"199 Orchard Street, Somerville MA",Orchard Street,199,42.395982,-71.12579,Kennedy,Kennedy,17,0.6943,Brown,0.608,0.0863,True,False,0.608,0.6943,0.7045,1.4093,1.5564,1.813,2.1395,,,,,
"1 Porter Avenue, Somerville MA",Porter Avenue,1,42.389987,-71.111548,Kennedy,Kennedy,10,0.207,Kennedy,0.207,0.0,False,False,0.5208,0.207,1.3524,0.661,0.9767,1.0024,1.369,,,,,
"26 Porter Avenue, Somerville MA",Porter Avenue,26,42.389951,-71.111276,Kennedy,Kennedy,10,0.2202,Kennedy,0.2202,0.0,False,False,0.5267,0.2202,1.3624,0.6478,0.9663,0.9915,1.3551,,,,,
"50 Porter Avenue, Somerville MA",Porter Avenue,50,42.390009,-71.111387,Kennedy,Kennedy,10,0.2154,Kennedy,0.2154,0.0,False,False,0.5214,0.2154,1.3558,0.6526,0.969,0.9982,1.3608,,,,,
"74 Porter Avenue, Somerville MA",Porter Avenue,74,42.389705,-71.111561,Kennedy,Kennedy,9,0.2034,Kennedy,0.2034,0.0,False,False,0.5396,0.2034,1.3682,0.6653,0.9878,0.9882,1.3696,,,,,
"99 Porter Avenue, Somerville MA",Porter Avenue,99,42.390353,-71.110586,Kennedy,Kennedy,11,0.2606,Kennedy,0.2606,0.0,False,False,0.5109,0.2606,1.3603,0.6084,0.9217,0.9908,1.3205,,,,,
"1 Porter Street, Somerville MA",Porter Street,1,42.38617,-71.113437,Kennedy,Kennedy,6,0.2465,Kennedy,0.2465,0.0,False,False,0.7697,0.2465,1.5333,0.8381,1.2112,0.9006,1.486,,,,,
"34 Porter Street, Somerville MA",Porter Street,34,42.387757,-71.112457,Kennedy,Kennedy,9,0.1928,Kennedy,0.1928,0.0,False,False,0.6642,0.1928,1.4591,0.7476,1.1032,0.9265,1.422,,,,,
"67 Porter Street, Somerville MA",Porter Street,67,42.389443,-71.111624,Kennedy,Kennedy,9,0.199,Kennedy,0.199,0.0,False,False,0.5565,0.199,1.3816,0.6724,1.0005,0.977,1.373,,,,,
"100 Porter Street, Somerville MA",Porter Street,100,42.390491,-71.11095,Kennedy,Kennedy,11,0.2455,Kennedy,0.2455,0.0,False,False,0.4958,0.2455,1.3416,0.6255,0.9324,1.0098,1.3394,,,,,
"133 Porter Street, Somerville MA",Porter Street,133,42.390809,-71.11067,Kennedy,Kennedy,11,0.2664,Kennedy,0.2664,0.0,False,False,0.4799,0.2664,1.3325,0.6088,0.9088,1.0184,1.3261,,,,,
"166 Porter Street, Somerville MA",Porter Street,166,42.390887,-71.110252,Kennedy,Kennedy,11,0.2882,Kennedy,0.2882,0.0,False,False,0.4829,0.2882,1.3413,0.587,0.8878,1.0101,1.3052,,,,,
"199 Porter Street, Somerville MA",Porter Street,199,42.389196,-71.111478,Kennedy,Kennedy,9,0.2068,Kennedy,0.2068,0.0,False,False,0.5748,0.2068,1.3999,0.6693,1.004,0.9594,1.3659,,,,,
"78 Prentiss Street, Somerville MA",Prentiss Street,78,42.384385,-71.114714,Kennedy,Kennedy,10,0.3481,Kennedy,0.3481,0.0,False,False,0.8932,0.3481,1.62,0.9555,1.3418,0.8984,1.5747,,,,,
"99 Prentiss Street, Somerville MA",Prentiss Street,99,42.38471,-71.114303,Kennedy,Kennedy,10,0.3292,Kennedy,0.3292,0.0,False,False,0.8702,0.3292,1.6072,0.9259,1.3111,0.889,1.5491,,,,,
"57 Roseland Street, Somerville MA",Roseland Street,57,42.386805,-71.116894,Kennedy,Kennedy,6,0.1917,Kennedy,0.1917,0.0,False,False,0.7401,0.1917,1.4241,0.9827,1.3254,1.0739,1.6543,,,,,
"78 Roseland Street, Somerville MA",Roseland Street,78,42.386518,-71.116683,Kennedy,Kennedy,6,0.2069,Kennedy,0.2069,0.0,False,False,0.7575,0.2069,1.4464,0.9796,1.3277,1.0547,1.6462,,,,,
"99 Roseland Street, Somerville MA",Roseland Street,99,42.386629,-71.116286,Kennedy,Kennedy,6,0.1946,Kennedy,0.1946,0.0,False,False,0.7465,0.1946,1.4464,0.958,1.3067,1.041,1.6251,,,,,
"71 Russell Street, Somerville MA",Russell Street,71,42.393674,-71.121364,Kennedy,Kennedy,11,0.4202,Kennedy,0.4202,0.0,False,False,0.4513,0.4202,0.9015,1.1599,1.3534,1.5377,1.8894,,,,,
"99 Russell Street, Somerville MA",Russell Street,99,42.393738,-71.120997,Kennedy,Kennedy,10,0.4103,Kennedy,0.4103,0.0,False,False,0.4333,0.4103,0.9029,1.1418,1.3341,1.5266,1.8715,,,,,
"76 Sacramento Street, Somerville MA",Sacramento Street,76,42.382777,-71.112739,Kennedy,Kennedy,13,0.4784,Kennedy,0.4784,0.0,False,False,1.0057,0.4784,1.7613,0.94,1.3511,0.7631,1.5086,,,,,
"101 Sacramento Street, Somerville MA",Sacramento Street,101,42.383862,-71.112296,Kennedy,Kennedy,11,0.4158,Kennedy,0.4158,0.0,False,False,0.9327,0.4158,1.7023,0.8749,1.2801,0.7712,1.4647,,,,,
"125 Sacramento Street, Somerville MA",Sacramento Street,125,42.384478,-71.112008,Kennedy,Kennedy,9,0.3838,Kennedy,0.3838,0.0,False,False,0.8919,0.3838,1.6703,0.8374,1.239,0.7777,1.4392,,,,,
"150 Sacramento Street, Somerville MA",Sacramento Street,150,42.384364,-71.111723,Kennedy,Kennedy,10,0.3976,Kennedy,0.3976,0.0,False,False,0.9015,0.3976,1.6838,0.8305,1.2348,0.7612,1.4272,,,,,
"174 Sacramento Street, Somerville MA",Sacramento Street,174,42.384417,-71.111687,Kennedy,Kennedy,10,0.3953,Kennedy,0.3953,0.0,False,False,0.8981,0.3953,1.6814,0.8268,1.2309,0.7613,1.4244,,,,,
"199 Sacramento Street, Somerville MA",Sacramento Street,199,42.384554,-71.111775,Kennedy,Kennedy,10,0.3849,Kennedy,0.3849,0.0,False,False,0.8882,0.3849,1.6709,0.8247,1.227,0.7699,1.4264,,,,,
"1 Sartwell Avenue, Somerville MA",Sartwell Avenue,1,42.389647,-71.11487,Kennedy,Kennedy,3,0.0378,Kennedy,0.0378,0.0,False,False,0.5307,0.0378,1.2856,0.832,1.1348,1.1051,1.5385,,,,,
"26 Sartwell Avenue, Somerville MA",Sartwell Avenue,26,42.389783,-71.115141,Kennedy,Kennedy,3,0.0335,Kennedy,0.0335,0.0,False,False,0.5227,0.0335,1.271,0.8441,1.1425,1.1217,1.5523,,,,,
"50 Sartwell Avenue, Somerville MA",Sartwell Avenue,50,42.389882,-71.115394,Kennedy,Kennedy,2,0.0348,Kennedy,0.0348,0.0,False,False,0.5175,0.0348,1.259,0.8559,1.1508,1.1359,1.5652,,,,,
"74 Sartwell Avenue, Somerville MA",Sartwell Avenue,74,42.38998,-71.115648,Kennedy,Kennedy,2,0.0414,Kennedy,0.0414,0.0,False,False,0.5128,0.0414,1.2472,0.8678,1.1593,1.1502,1.5782,,,,,
"99 Sartwell Avenue, Somerville MA",Sartwell Avenue,99,42.389842,-71.11529,Kennedy,Kennedy,2,0.0335,Kennedy,0.0335,0.0,False,False,0.5196,0.0335,1.2639,0.851,1.1474,1.1301,1.5599,,,,,
"1 Silvey Place, Somerville MA",Silvey Place,1,42.387172,-71.110985,Kennedy,Kennedy,12,0.2776,Kennedy,0.2776,0.0,False,False,0.7167,0.2776,1.5318,0.6952,1.0714,0.8434,1.3519,,,,,
"1 Spencer Avenue, Somerville MA",Spencer Avenue,1,42.39313,-71.112273,Kennedy,Kennedy,10,0.3072,Brown,0.3016,0.0056,True,False,0.3016,0.3072,1.1558,0.6951,0.915,1.1961,1.4252,,,,,
"26 Spencer Avenue, Somerville MA",Spencer Avenue,26,42.3932,-71.113267,Kennedy,Kennedy,10,0.2874,Brown,0.2859,0.0015,True,False,0.2859,0.2874,1.1208,0.7459,0.9615,1.2301,1.476,,,,,
"50 Spencer Avenue, Somerville MA",Spencer Avenue,50,42.393589,-71.114167,Kennedy,Kennedy,9,0.2984,Brown,0.2567,0.0417,True,False,0.2567,0.2984,1.0719,0.7955,0.9975,1.2795,1.5258,,,,,
"74 Spencer Avenue, Somerville MA",Spencer Avenue,74,42.393743,-71.113738,Kennedy,Kennedy,9,0.3144,Brown,0.2463,0.0681,True,False,0.2463,0.3144,1.0764,0.7758,0.9736,1.2745,1.5062,,,,,
"99 Spencer Avenue, Somerville MA",Spencer Avenue,99,42.393887,-71.114017,Kennedy,Kennedy,9,0.3202,Brown,0.236,0.0842,True,False,0.236,0.3202,1.0599,0.7917,0.9847,1.2911,1.522,,,,,
"1 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,1,42.388479,-71.108259,Kennedy,Kennedy,14,0.376,Kennedy,0.376,0.0,False,False,0.6766,0.376,1.5351,0.5307,0.9079,0.8158,1.2043,,,,,
"26 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,26,42.388254,-71.107586,Kennedy,Kennedy,14,0.4125,Kennedy,0.4125,0.0,False,False,0.7059,0.4125,1.5684,0.5067,0.8944,0.783,1.1713,,,,,
"1 Spring Street, Somerville MA",Spring Street,1,42.384292,-71.109426,Kennedy,Kennedy,12,0.4699,Kennedy,0.4699,0.0,False,False,0.9289,0.4699,1.7437,0.7442,1.1627,0.6583,1.3158,,,,,
"26 Spring Street, Somerville MA",Spring Street,26,42.384742,-71.108789,Kennedy,Kennedy,14,0.4703,Kennedy,0.4703,0.0,False,False,0.9078,0.4703,1.7335,0.6993,1.1182,0.6498,1.2759,,,,,
"50 Spring Street, Somerville MA",Spring Street,50,42.386593,-71.108617,Kennedy,Kennedy,14,0.4019,Kennedy,0.4019,0.0,False,False,0.7894,0.4019,1.6305,0.6116,1.0142,0.7284,1.2387,,,,,
"1 Stanford Terrace, Somerville MA",Stanford Terrace,1,42.384565,-71.114123,Kennedy,Kennedy,10,0.3408,Kennedy,0.3408,0.0,False,False,0.8801,0.3408,1.62,0.9233,1.3112,0.8763,1.5425,,,,,
"26 Stanford Terrace, Somerville MA",Stanford Terrace,26,42.384573,-71.113897,Kennedy,Kennedy,10,0.3429,Kennedy,0.3429,0.0,False,False,0.8795,0.3429,1.624,0.9133,1.3024,0.8662,1.5311,,,,,
"1 Steeves Circle, Somerville MA",Steeves Circle,1,42.390403,-71.115092,Kennedy,Kennedy,3,0.0735,Kennedy,0.0735,0.0,False,False,0.4799,0.0735,1.2341,0.8361,1.1208,1.1487,1.5504,,,,,
"1 Tower Street, Somerville MA",Tower Street,1,42.389062,-71.109715,Kennedy,Kennedy,12,0.2972,Kennedy,0.2972,0.0,False,False,0.6101,0.2972,1.4585,0.5855,0.9375,0.8933,1.2762,,,,,
"26 Tower Street, Somerville MA",Tower Street,26,42.389677,-71.109079,Kennedy,Kennedy,13,0.3295,Kennedy,0.3295,0.0,False,False,0.5838,0.3295,1.444,0.5424,0.8857,0.9073,1.2429,,,,,
"50 Tower Street, Somerville MA",Tower Street,50,42.389713,-71.109084,Kennedy,Kennedy,13,0.3294,Kennedy,0.3294,0.0,False,False,0.5815,0.3294,1.4419,0.542,0.8844,0.9094,1.2432,,,,,
"74 Tower Street, Somerville MA",Tower Street,74,42.390085,-71.108834,Kennedy,Kennedy,13,0.3447,Kennedy,0.3447,0.0,False,False,0.5643,0.3447,1.4297,0.5237,0.8587,0.9232,1.2306,,,,,
"99 Tower Street, Somerville MA",Tower Street,99,42.390539,-71.108711,Kennedy,Kennedy,13,0.3566,Kennedy,0.3566,0.0,False,False,0.5399,0.3566,1.4095,0.5119,0.8351,0.9459,1.2254,,,,,
"1 Whipple Street, Somerville MA",Whipple Street,1,42.394529,-71.11776,Kennedy,Kennedy,11,0.3731,Brown,0.2708,0.1023,True,False,0.2708,0.3731,0.9186,0.9877,1.1616,1.4476,1.718,,,,,
"26 Whipple Street, Somerville MA",Whipple Street,26,42.394714,-71.117411,Kennedy,Kennedy,12,0.3804,Brown,0.2492,0.1312,True,False,0.2492,0.3804,0.9163,0.9729,1.1419,1.4452,1.703,,,,,
"50 Whipple Street, Somerville MA",Whipple Street,50,42.394797,-71.11729,Kennedy,Kennedy,12,0.3845,Brown,0.2408,0.1437,True,False,0.2408,0.3845,0.9145,0.9681,1.1348,1.4455,1.6981,,,,,
"74 Whipple Street, Somerville MA",Whipple Street,74,42.394644,-71.116895,Kennedy,Kennedy,11,0.3698,Brown,0.2354,0.1344,True,False,0.2354,0.3698,0.934,0.9461,1.1168,1.4243,1.6763,,,,,
"99 Whipple Street, Somerville MA",Whipple Street,99,42.39463,-71.116446,Kennedy,Kennedy,11,0.3652,Brown,0.2226,0.1426,True,False,0.2226,0.3652,0.947,0.9236,1.0944,1.4087,1.6536,,,,,
"32 White Street, Somerville MA",White Street,32,42.389104,-71.118007,Kennedy,Kennedy,4,0.1283,Kennedy,0.1283,0.0,False,False,0.602,0.1283,1.2554,0.9962,1.294,1.2075,1.6991,,,,,
"54 White Street, Somerville MA",White Street,54,42.38913,-71.117631,Kennedy,Kennedy,3,0.109,Kennedy,0.109,0.0,False,False,0.5941,0.109,1.2605,0.977,1.2761,1.1929,1.6799,,,,,
"77 White Street, Somerville MA",White Street,77,42.389399,-71.11721,Kennedy,Kennedy,3,0.0861,Kennedy,0.0861,0.0,False,False,0.5699,0.0861,1.2511,0.9526,1.2485,1.1867,1.658,,,,,
"99 White Street, Somerville MA",White Street,99,42.389399,-71.11721,Kennedy,Kennedy,3,0.0861,Kennedy,0.0861,0.0,False,False,0.5699,0.0861,1.2511,0.9526,1.2485,1.1867,1.658,,,,,
"1 White Street Place, Somerville MA",White Street Place,1,42.388839,-71.11749,Kennedy,Kennedy,4,0.1073,Kennedy,0.1073,0.0,False,False,0.6111,0.1073,1.2818,0.9737,1.279,1.1754,1.6733,,,,,
"26 White Street Place, Somerville MA",White Street Place,26,42.388506,-71.117317,Kennedy,Kennedy,5,0.11,Kennedy,0.11,0.0,False,False,0.6307,0.11,1.3065,0.97,1.2822,1.155,1.6655,,,,,
"1 Williams Court, Somerville MA",Williams Court,1,42.387573,-71.113,Kennedy,Kennedy,8,0.1797,Kennedy,0.1797,0.0,False,False,0.6742,0.1797,1.4569,0.778,1.1329,0.9397,1.4508,,,,,
"1 Windom Street, Somerville MA",Windom Street,1,42.392959,-71.119973,Kennedy,Kennedy,9,0.3353,Kennedy,0.3353,0.0,False,False,0.4273,0.3353,0.9708,1.0843,1.295,1.4518,1.8125,,,,,
"26 Windom Street, Somerville MA",Windom Street,26,42.393675,-71.119894,Kennedy,Kennedy,10,0.3708,Kennedy,0.3708,0.0,False,False,0.3911,0.3708,0.9259,1.0855,1.2799,1.4821,1.8152,,,,,
"50 Windom Street, Somerville MA",Windom Street,50,42.393141,-71.119836,Kennedy,Kennedy,9,0.3401,Kennedy,0.3401,0.0,False,False,0.4136,0.3401,0.9614,1.0784,1.2852,1.455,1.8071,,,,,
"74 Windom Street, Somerville MA",Windom Street,74,42.393362,-71.119682,Kennedy,Kennedy,9,0.347,Kennedy,0.347,0.0,False,False,0.3973,0.347,0.95,1.0722,1.274,1.4595,1.8014,,,,,
"99 Windom Street, Somerville MA",Windom Street,99,42.393675,-71.119894,Kennedy,Kennedy,10,0.3708,Kennedy,0.3708,0.0,False,False,0.3911,0.3708,0.9259,1.0855,1.2799,1.4821,1.8152,,,,,
"1 Windsor Road, Somerville MA",Windsor Road,1,42.392979,-71.115252,Kennedy,Kennedy,7,0.2485,Kennedy,0.2485,0.0,False,False,0.3053,0.2485,1.0759,0.8446,1.0626,1.2825,1.5738,,,,,
"26 Windsor Road, Somerville MA",Windsor Road,26,42.39311,-71.116391,Kennedy,Kennedy,8,0.261,Kennedy,0.261,0.0,False,False,0.3141,0.261,1.0383,0.9033,1.1158,1.3281,1.6327,,,,,
"50 Windsor Road, Somerville MA",Windsor Road,50,42.393031,-71.116213,Kennedy,Kennedy,8,0.2542,Kennedy,0.2542,0.0,False,False,0.3158,0.2542,1.0476,0.8937,1.1085,1.318,1.6229,,,,,
"74 Windsor Road, Somerville MA",Windsor Road,74,42.392837,-71.115704,Kennedy,Kennedy,7,0.2385,Kennedy,0.2385,0.0,False,False,0.3204,0.2385,1.0723,0.8665,1.0876,1.2905,1.5953,,,,,
"99 Windsor Road, Somerville MA",Windsor Road,99,42.392783,-71.115142,Kennedy,Kennedy,7,0.2354,Kennedy,0.2354,0.0,False,False,0.3175,0.2354,1.0904,0.8376,1.0614,1.2686,1.5664,,,,,
"7 Mardell Circle, Somerville MA",Mardell Circle,7,42.385454,-71.10954,Kennedy,Kennedy,15,0.4088,Kennedy,0.4088,0.0,False,False,0.8498,0.4088,1.6715,0.6963,1.1044,0.7103,1.3007,,,,,
"6 Hillside Circle, Somerville MA",Hillside Circle,6,42.388306,-71.11124,Kennedy,Kennedy,11,0.231,Kennedy,0.231,0.0,False,False,0.6374,0.231,1.4582,0.6761,1.0309,0.9067,1.3569,,,,,
"2 West Street, Somerville MA",West Street,2,42.394487,-71.119114,Kennedy,Kennedy,12,0.3971,Brown,0.3251,0.072,True,False,0.3251,0.3971,0.8899,1.0549,1.2302,1.4929,1.7853,,,,,
"12 West Street, Somerville MA",West Street,12,42.394291,-71.118843,Kennedy,Kennedy,11,0.3788,Brown,0.3226,0.0562,True,False,0.3226,0.3788,0.908,1.0389,1.219,1.4735,1.7692,,,,,
"7 Harvard Street, Somerville MA",Harvard Street,7,42.385027,-71.107589,Kennedy,Kennedy,16,0.5047,Kennedy,0.5047,0.0,False,False,0.9092,0.5047,1.7496,0.6417,1.0657,0.6154,1.2116,,,,,
"24 Harvard Street, Somerville MA",Harvard Street,24,42.386021,-71.10737,Kennedy,Kennedy,16,0.4767,Kennedy,0.4767,0.0,False,False,0.8499,0.4767,1.6991,0.5862,1.004,0.656,1.184,,,,,
"40 Harvard Street, Somerville MA",Harvard Street,40,42.386365,-71.107227,Kennedy,Kennedy,15,0.4721,Kennedy,0.4721,0.0,False,False,0.8312,0.4721,1.6839,0.565,0.9807,0.6689,1.1719,,,,,
"4 Evergreen Square, Somerville MA",Evergreen Square,4,42.386471,-71.113327,Kennedy,Kennedy,7,0.2306,Kennedy,0.2306,0.0,False,False,0.7492,0.2306,1.517,0.8238,1.1935,0.9075,1.4771,,,,,
"16 Evergreen Square, Somerville MA",Evergreen Square,16,42.386326,-71.112939,Kennedy,Kennedy,10,0.2493,Kennedy,0.2493,0.0,False,False,0.7603,0.2493,1.5348,0.8106,1.1849,0.8855,1.4592,,,,,
"2 Chester Street, Somerville MA",Chester Street,2,42.394695,-71.12291,Kennedy,Kennedy,13,0.5259,Brown,0.4886,0.0373,True,False,0.4886,0.5259,0.8131,1.2481,1.4193,1.6436,1.9785,,,,,
"26 Chester Street, Somerville MA",Chester Street,26,42.393855,-71.123807,Kennedy,Kennedy,14,0.5234,Kennedy,0.5234,0.0,False,False,0.5537,0.5234,0.8614,1.2852,1.4736,1.6415,2.0146,,,,,
"51 Chester Street, Somerville MA",Chester Street,51,42.394979,-71.122669,Kennedy,Kennedy,14,0.5312,Brown,0.4701,0.0611,True,False,0.4701,0.5312,0.7969,1.2395,1.4046,1.6474,1.9698,,,,,
"9 Linden Place, Somerville MA",Linden Place,9,42.389639,-71.113328,Kennedy,Kennedy,8,0.1133,Kennedy,0.1133,0.0,False,False,0.5306,0.1133,1.3242,0.7546,1.0667,1.0472,1.4598,,,,,
"12 Linden Place, Somerville MA",Linden Place,12,42.38949,-71.1136,Kennedy,Kennedy,8,0.0984,Kennedy,0.0984,0.0,False,False,0.5402,0.0984,1.3261,0.7702,1.0839,1.0501,1.4737,,,,,
"12 Beacon Terrace, Somerville MA",Beacon Terrace,12,42.387768,-71.116682,Kennedy,Kennedy,5,0.1266,Kennedy,0.1266,0.0,False,False,0.6727,0.1266,1.3657,0.9516,1.2801,1.0996,1.6366,,,,,
"5 Ashland Street, Somerville MA",Ashland Street,5,42.390736,-71.114085,Kennedy,Kennedy,5,0.1186,Kennedy,0.1186,0.0,False,False,0.4537,0.1186,1.2393,0.7828,1.0646,1.1282,1.4999,,,,,
"27 Ashland Street, Somerville MA",Ashland Street,27,42.390446,-71.114291,Kennedy,Kennedy,4,0.0964,Kennedy,0.0964,0.0,False,False,0.4739,0.0964,1.2513,0.7951,1.0829,1.1213,1.5097,,,,,
"2 Belmont Street, Somerville MA",Belmont Street,2,42.384475,-71.111064,Kennedy,Kennedy,10,0.4087,Kennedy,0.4087,0.0,False,False,0.8989,0.4087,1.6923,0.7993,1.2066,0.7358,1.3927,,,,,
"30 Belmont Street, Somerville MA",Belmont Street,30,42.385809,-71.110381,Kennedy,Kennedy,13,0.3606,Kennedy,0.3606,0.0,False,False,0.8154,0.3606,1.6285,0.7164,1.1151,0.7592,1.3373,,,,,
