address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"74 Carver Street, Somerville MA",Carver Street,74,42.388092,-71.112969,Kennedy,Kennedy,9,0.1581,Kennedy,0.1581,0.0,False,False,0.6386,0.1581,1.4261,0.7642,1.1103,0.9614,1.446,,,,,
"99 Carver Street, Somerville MA",Carver Street,99,42.38226,-71.112989,Kennedy,Kennedy,14,0.5092,Kennedy,0.5092,0.0,False,False,1.0406,0.5092,1.7892,0.9732,1.3865,0.7639,1.5324,,,,,
"1 Cedar Avenue, Somerville MA",Cedar Avenue,1,42.388018,-71.115194,Kennedy,Kennedy,3,0.0961,Kennedy,0.0961,0.0,False,False,0.6443,0.0961,1.3796,0.8739,1.2068,1.0471,1.5596,,,,,
"26 Cedar Avenue, Somerville MA",Cedar Avenue,26,42.3905,-71.112404,Kennedy,Kennedy,8,0.1767,Kennedy,0.1767,0.0,False,False,0.4771,0.1767,1.2987,0.699,0.9962,1.0579,1.4136,,,,,
"50 Cedar Avenue, Somerville MA",Cedar Avenue,50,42.390478,-71.112341,Kennedy,Kennedy,8,0.179,Kennedy,0.179,0.0,False,False,0.4791,0.179,1.3017,0.696,0.9941,1.0546,1.4103,,,,,
"74 Cedar Avenue, Somerville MA",Cedar Avenue,74,42.390455,-71.112278,Kennedy,Kennedy,8,0.1813,Kennedy,0.1813,0.0,False,False,0.4813,0.1813,1.3048,0.693,0.9921,1.0513,1.407,,,,,
"99 Cedar Avenue, Somerville MA",Cedar Avenue,99,42.391874,-71.112461,Kennedy,Kennedy,8,0.2322,Kennedy,0.2322,0.0,False,False,0.3833,0.2322,1.219,0.6974,0.9561,1.1325,1.4231,,,,,
"1 Cedar Street Place, Somerville MA",Cedar Street Place,1,42.388018,-71.115194,Kennedy,Kennedy,3,0.0961,Kennedy,0.0961,0.0,False,False,0.6443,0.0961,1.3796,0.8739,1.2068,1.0471,1.5596,,,,,
"1 Charnwood Road, Somerville MA",Charnwood Road,1,42.392869,-71.116985,Kennedy,Kennedy,8,0.2518,Kennedy,0.2518,0.0,False,False,0.3418,0.2518,1.0383,0.9318,1.1495,1.337,1.6604,,,,,
"26 Charnwood Road, Somerville MA",Charnwood Road,26,42.392839,-71.116276,Kennedy,Kennedy,7,0.2415,Kennedy,0.2415,0.0,False,False,0.3293,0.2415,1.0575,0.8956,1.1154,1.3105,1.6243,,,,,
"50 Charnwood Road, Somerville MA",Charnwood Road,50,42.392634,-71.116501,Kennedy,Kennedy,7,0.2298,Kennedy,0.2298,0.0,False,False,0.3467,0.2298,1.0643,0.9059,1.1306,1.3081,1.6339,,,,,
"74 Charnwood Road, Somerville MA",Charnwood Road,74,42.39241,-71.116021,Kennedy,Kennedy,6,0.2103,Kennedy,0.2103,0.0,False,False,0.3532,0.2103,1.0897,0.8804,1.112,1.28,1.6077,,,,,
"99 Charnwood Road, Somerville MA",Charnwood Road,99,42.392235,-71.115683,Kennedy,Kennedy,6,0.1969,Kennedy,0.1969,0.0,False,False,0.3604,0.1969,1.1087,0.8626,1.0997,1.2593,1.5892,,,,,
"1 Cherry Street, Somerville MA",Cherry Street,1,42.389388,-71.115523,Kennedy,Kennedy,0,0.0,Kennedy,0.0,0.0,False,False,0.5522,0.0,1.2867,0.8679,1.1726,1.1188,1.572,,,,,
"26 Cherry Street, Somerville MA",Cherry Street,26,42.390572,-71.115895,Kennedy,Kennedy,4,0.084,Kennedy,0.084,0.0,False,False,0.4748,0.084,1.2049,0.8758,1.1529,1.1868,1.5918,,,,,
"50 Cherry Street, Somerville MA",Cherry Street,50,42.391871,-71.114961,Kennedy,Kennedy,5,0.1739,Kennedy,0.1739,0.0,False,False,0.3784,0.1739,1.149,0.825,1.0739,1.2158,1.55,,,,,
"74 Cherry Street, Somerville MA",Cherry Street,74,42.392565,-71.114054,Kennedy,Kennedy,6,0.232,Kennedy,0.232,0.0,False,False,0.3273,0.232,1.1333,0.781,1.0137,1.2209,1.5094,,,,,
"99 Cherry Street, Somerville MA",Cherry Street,99,42.392587,-71.113973,Kennedy,Kennedy,6,0.2348,Kennedy,0.2348,0.0,False,False,0.3258,0.2348,1.1343,0.777,1.0093,1.2194,1.5055,,,,,
"26 Chester Place, Somerville MA",Chester Place,26,42.394813,-71.12304,Kennedy,Kennedy,14,0.5363,Brown,0.4918,0.0445,True,False,0.4918,0.5363,0.8037,1.256,1.4248,1.6539,1.9864,,,,,
"1 Conwell Street, Somerville MA",Conwell Street,1,42.391178,-71.11093,Kennedy,Kennedy,11,0.265,Kennedy,0.265,0.0,False,False,0.4514,0.265,1.3042,0.6201,0.9077,1.0468,1.341,,,,,
"26 Conwell Street, Somerville MA",Conwell Street,26,42.390852,-71.111529,Kennedy,Kennedy,11,0.2275,Kennedy,0.2275,0.0,False,False,0.4633,0.2275,1.304,0.6521,0.9453,1.0477,1.3701,,,,,
"50 Conwell Street, Somerville MA",Conwell Street,50,42.390795,-71.111573,Kennedy,Kennedy,11,0.2238,Kennedy,0.2238,0.0,False,False,0.4665,0.2238,1.3059,0.6547,0.9492,1.046,1.3721,,,,,
"74 Conwell Street, Somerville MA",Conwell Street,74,42.390738,-71.111617,Kennedy,Kennedy,11,0.2201,Kennedy,0.2201,0.0,False,False,0.4697,0.2201,1.3078,0.6573,0.9531,1.0444,1.3741,,,,,
"1 Cottage Avenue, Somerville MA",Cottage Avenue,1,42.393868,-71.12207,Kennedy,Kennedy,12,0.4554,Kennedy,0.4554,0.0,False,False,0.4748,0.4554,0.8788,1.1973,1.3862,1.5737,1.927,,,,,
"26 Cottage Avenue, Somerville MA",Cottage Avenue,26,42.394266,-71.122321,Kennedy,Kennedy,13,0.4837,Brown,0.4731,0.0106,True,False,0.4731,0.4837,0.849,1.2138,1.3941,1.6014,1.9439,,,,,
"50 Cottage Avenue, Somerville MA",Cottage Avenue,50,42.394409,-71.122517,Kennedy,Kennedy,13,0.4977,Brown,0.4779,0.0198,True,False,0.4779,0.4977,0.837,1.2251,1.4024,1.6155,1.9554,,,,,
"74 Cottage Avenue, Somerville MA",Cottage Avenue,74,42.394551,-71.122713,Kennedy,Kennedy,13,0.5117,Brown,0.4831,0.0286,True,False,0.4831,0.5117,0.8251,1.2366,1.4108,1.6294,1.9668,,,,,
"99 Cottage Avenue, Somerville MA",Cottage Avenue,99,42.393731,-71.122278,Kennedy,Kennedy,12,0.457,Kennedy,0.457,0.0,False,False,0.4887,0.457,0.8854,1.2067,1.3984,1.5757,1.9361,,,,,
"1 Craigie Street, Somerville MA",Craigie Street,1,42.385452,-71.112936,Kennedy,Kennedy,8,0.3023,Kennedy,0.3023,0.0,False,False,0.8206,0.3023,1.589,0.8397,1.2251,0.8525,1.47,,,,,
"26 Craigie Street, Somerville MA",Craigie Street,26,42.386167,-71.112033,Kennedy,Kennedy,10,0.285,Kennedy,0.285,0.0,False,False,0.7759,0.285,1.5658,0.775,1.1577,0.8414,1.4154,,,,,
"50 Craigie Street, Somerville MA",Craigie Street,50,42.387165,-71.112007,Kennedy,Kennedy,11,0.2362,Kennedy,0.2362,0.0,False,False,0.7078,0.2362,1.506,0.7424,1.1111,0.8826,1.4037,,,,,
"74 Craigie Street, Somerville MA",Craigie Street,74,42.388132,-71.111274,Kennedy,Kennedy,11,0.2336,Kennedy,0.2336,0.0,False,False,0.6488,0.2336,1.4675,0.682,1.0398,0.8995,1.3595,,,,,
"99 Craigie Street, Somerville MA",Craigie Street,99,42.388229,-71.111041,Kennedy,Kennedy,10,0.2423,Kennedy,0.2423,0.0,False,False,0.6449,0.2423,1.4682,0.6685,1.0263,0.8957,1.3471,,,,,
"1 Crocker Street, Somerville MA",Crocker Street,1,42.390497,-71.109925,Kennedy,Kennedy,12,0.2958,Kennedy,0.2958,0.0,False,False,0.5143,0.2958,1.3728,0.5736,0.888,0.9785,1.2871,,,,,
"26 Crocker Street, Somerville MA",Crocker Street,26,42.390593,-71.109778,Kennedy,Kennedy,12,0.3048,Kennedy,0.3048,0.0,False,False,0.5114,0.3048,1.3722,0.5653,0.8781,0.9795,1.2799,,,,,
"50 Crocker Street, Somerville MA",Crocker Street,50,42.390249,-71.110014,Kennedy,Kennedy,12,0.2874,Kennedy,0.2874,0.0,False,False,0.5283,0.2874,1.3836,0.5807,0.9012,0.9674,1.2911,,,,,
"74 Crocker Street, Somerville MA",Crocker Street,74,42.389905,-71.11025,Kennedy,Kennedy,11,0.2714,Kennedy,0.2714,0.0,False,False,0.5459,0.2714,1.3954,0.597,0.9246,0.9558,1.3027,,,,,
"99 Crocker Street, Somerville MA",Crocker Street,99,42.389715,-71.110429,Kennedy,Kennedy,11,0.2609,Kennedy,0.2609,0.0,False,False,0.5552,0.2609,1.4006,0.6087,0.9396,0.9513,1.3118,,,,,
"1 Crown Street, Somerville MA",Crown Street,1,42.388982,-71.109325,Kennedy,Kennedy,12,0.3175,Kennedy,0.3175,0.0,False,False,0.6226,0.3175,1.4747,0.5684,0.9255,0.8765,1.2566,,,,,
"26 Crown Street, Somerville MA",Crown Street,26,42.389649,-71.110398,Kennedy,Kennedy,11,0.2622,Kennedy,0.2622,0.0,False,False,0.56,0.2622,1.4052,0.6082,0.9409,0.9468,1.3102,,,,,
"50 Crown Street, Somerville MA",Crown Street,50,42.389772,-71.110616,Kennedy,Kennedy,10,0.2518,Kennedy,0.2518,0.0,False,False,0.5483,0.2518,1.3918,0.6172,0.9452,0.9604,1.3214,,,,,
"74 Crown Street, Somerville MA",Crown Street,74,42.389895,-71.110833,Kennedy,Kennedy,10,0.2419,Kennedy,0.2419,0.0,False,False,0.5368,0.2419,1.3785,0.6263,0.9496,0.974,1.3325,,,,,
"1 Cutter Avenue, Somerville MA",Cutter Avenue,1,42.394198,-71.120072,Kennedy,Kennedy,11,0.4054,Brown,0.3764,0.029,True,False,0.3764,0.4054,0.889,1.0996,1.2818,1.5136,1.8299,,,,,
"26 Cutter Avenue, Somerville MA",Cutter Avenue,26,42.39495,-71.119943,Kennedy,Kennedy,12,0.4456,Brown,0.3436,0.102,True,False,0.3436,0.4456,0.8434,1.1026,1.267,1.5454,1.8329,,,,,
"50 Cutter Avenue, Somerville MA",Cutter Avenue,50,42.394803,-71.119651,Kennedy,Kennedy,12,0.4294,Brown,0.3357,0.0937,True,False,0.3357,0.4294,0.8587,1.086,1.2537,1.5277,1.8163,,,,,
"74 Cutter Avenue, Somerville MA",Cutter Avenue,74,42.394962,-71.119487,Kennedy,Kennedy,12,0.435,Brown,0.3229,0.1121,True,False,0.3229,0.435,0.8521,1.08,1.2438,1.5297,1.8102,,,,,
"1 Cutter Park, Somerville MA",Cutter Park,1,42.394675,-71.120584,Kennedy,Kennedy,12,0.4474,Brown,0.3814,0.066,True,False,0.3814,0.4474,0.8488,1.131,1.3021,1.5552,1.8614,,,,,
"26 Cutter Park, Somerville MA",Cutter Park,26,42.394594,-71.120262,Kennedy,Kennedy,11,0.4334,Brown,0.3698,0.0636,True,False,0.3698,0.4334,0.86,1.1138,1.2867,1.5396,1.8442,,,,,
"50 Cutter Park, Somerville MA",Cutter Park,50,42.394626,-71.120324,Kennedy,Kennedy,11,0.437,Brown,0.3715,0.0655,True,False,0.3715,0.437,0.8567,1.1174,1.2895,1.5434,1.8477,,,,,
"74 Cutter Park, Somerville MA",Cutter Park,74,42.394659,-71.120385,Kennedy,Kennedy,12,0.4407,Brown,0.373,0.0677,True,False,0.373,0.4407,0.8535,1.1208,1.2922,1.5472,1.8512,,,,,
"1 Eastman Road, Somerville MA",Eastman Road,1,42.391667,-71.112028,Kennedy,Kennedy,10,0.2379,Kennedy,0.2379,0.0,False,False,0.4023,0.2379,1.2435,0.6752,0.9421,1.1076,1.3997,,,,,
"26 Eastman Road, Somerville MA",Eastman Road,26,42.390932,-71.112078,Kennedy,Kennedy,10,0.2056,Kennedy,0.2056,0.0,False,False,0.451,0.2056,1.2833,0.6796,0.9673,1.0697,1.3984,,,,,
"50 Eastman Road, Somerville MA",Eastman Road,50,42.391579,-71.11203,Kennedy,Kennedy,10,0.2339,Kennedy,0.2339,0.0,False,False,0.4081,0.2339,1.2484,0.6753,0.9448,1.1029,1.3992,,,,,
"74 Eastman Road, Somerville MA",Eastman Road,74,42.391388,-71.112164,Kennedy,Kennedy,10,0.2202,Kennedy,0.2202,0.0,False,False,0.4193,0.2202,1.2551,0.6824,0.9567,1.0968,1.4049,,,,,
"99 Eastman Road, Somerville MA",Eastman Road,99,42.390863,-71.112183,Kennedy,Kennedy,8,0.1986,Kennedy,0.1986,0.0,False,False,0.4546,0.1986,1.2842,0.6853,0.9742,1.0695,1.4034,,,,,
"26 Elm Place, Somerville MA",Elm Place,26,42.385502,-71.107749,Kennedy,Kennedy,16,0.479,Kennedy,0.479,0.0,False,False,0.8757,0.479,1.7178,0.6246,1.0442,0.6438,1.2111,,,,,
"1 Elm Street, Somerville MA",Elm Street,1,42.396831,-71.121122,Kennedy,Kennedy,17,0.5883,Brown,0.3643,0.224,True,True,0.3643,0.5883,0.7003,1.1938,1.3154,1.6808,1.9208,,,,,
"51 Elm Street, Somerville MA",Elm Street,51,42.387892,-71.115072,Kennedy,Kennedy,3,0.1059,Kennedy,0.1059,0.0,False,False,0.6524,0.1059,1.3901,0.8705,1.2063,1.037,1.554,,,,,
"100 Elm Street, Somerville MA",Elm Street,100,42.389464,-71.11711,Kennedy,Kennedy,3,0.0812,Kennedy,0.0812,0.0,False,False,0.5642,0.0812,1.2489,0.9468,1.2419,1.1853,1.6529,,,,,
"150 Elm Street, Somerville MA",Elm Street,150,42.391626,-71.118937,Kennedy,Kennedy,6,0.2329,Kennedy,0.2329,0.0,False,False,0.4658,0.2329,1.0756,1.0277,1.2703,1.3516,1.7508,,,,,
"200 Elm Street, Somerville MA",Elm Street,200,42.393201,-71.120957,Kennedy,Kennedy,9,0.3825,Kennedy,0.3825,0.0,False,False,0.4538,0.3825,0.9389,1.1358,1.3399,1.5006,1.8644,,,,,
"249 Elm Street, Somerville MA",Elm Street,249,42.395453,-71.121503,Kennedy,Kennedy,13,0.5184,Brown,0.4031,0.1153,True,False,0.4031,0.5184,0.7823,1.1878,1.3417,1.6263,1.9178,,,,,
"299 Elm Street, Somerville MA",Elm Street,299,42.395968,-71.122489,Kennedy,Kennedy,14,0.5771,Brown,0.4424,0.1347,True,False,0.4424,0.5771,0.7333,1.2449,1.3885,1.6872,1.9745,,,,,
"1 Elston Street, Somerville MA",Elston Street,1,42.392404,-71.119533,Kennedy,Kennedy,8,0.2921,Kennedy,0.2921,0.0,False,False,0.4404,0.2921,1.0146,1.0594,1.2833,1.4097,1.7858,,,,,
"26 Elston Street, Somerville MA",Elston Street,26,42.392525,-71.119479,Kennedy,Kennedy,8,0.2962,Kennedy,0.2962,0.0,False,False,0.4322,0.2962,1.0077,1.0571,1.2784,1.4131,1.784,,,,,
"50 Elston Street, Somerville MA",Elston Street,50,42.392797,-71.119292,Kennedy,Kennedy,8,0.3041,Kennedy,0.3041,0.0,False,False,0.4117,0.3041,0.9936,1.0488,1.2642,1.4184,1.7766,,,,,
"74 Elston Street, Somerville MA",Elston Street,74,42.393069,-71.119105,Kennedy,Kennedy,9,0.3132,Kennedy,0.3132,0.0,False,False,0.3913,0.3132,0.9798,1.0408,1.2502,1.4241,1.7695,,,,,
"99 Elston Street, Somerville MA",Elston Street,99,42.393261,-71.118958,Kennedy,Kennedy,9,0.3199,Kennedy,0.3199,0.0,False,False,0.3764,0.3199,0.9705,1.0347,1.2397,1.4277,1.7638,,,,,
"72 Eustis Street, Somerville MA",Eustis Street,72,42.383429,-71.113326,Kennedy,Kennedy,12,0.4267,Kennedy,0.4267,0.0,False,False,0.9592,0.4267,1.7081,0.9347,1.3378,0.8072,1.5235,,,,,
"99 Eustis Street, Somerville MA",Eustis Street,99,42.383724,-71.113076,Kennedy,Kennedy,12,0.4108,Kennedy,0.4108,0.0,False,False,0.9394,0.4108,1.6945,0.9122,1.3143,0.8034,1.5056,,,,,
"1 Fairlee Street, Somerville MA",Fairlee Street,1,42.392707,-71.114319,Kennedy,Kennedy,6,0.2374,Kennedy,0.2374,0.0,False,False,0.3179,0.2374,1.1176,0.7953,1.0232,1.2371,1.5241,,,,,
"26 Fairlee Street, Somerville MA",Fairlee Street,26,42.392729,-71.114334,Kennedy,Kennedy,6,0.2387,Kennedy,0.2387,0.0,False,False,0.3164,0.2387,1.1159,0.7962,1.0234,1.2388,1.5251,,,,,
"50 Fairlee Street, Somerville MA",Fairlee Street,50,42.392773,-71.114469,Kennedy,Kennedy,6,0.24,Kennedy,0.24,0.0,False,False,0.3138,0.24,1.1095,0.8034,1.029,1.2456,1.5323,,,,,
"74 Fairlee Street, Somerville MA",Fairlee Street,74,42.392817,-71.114604,Kennedy,Kennedy,7,0.2415,Kennedy,0.2415,0.0,False,False,0.3114,0.2415,1.1032,0.8105,1.0345,1.2523,1.5395,,,,,
"99 Fairlee Street, Somerville MA",Fairlee Street,99,42.392828,-71.114695,Kennedy,Kennedy,7,0.2414,Kennedy,0.2414,0.0,False,False,0.3111,0.2414,1.1,0.8152,1.0387,1.2559,1.5442,,,,,
"28 Forest Street, Somerville MA",Forest Street,28,42.385158,-71.115584,Kennedy,Kennedy,9,0.2923,Kennedy,0.2923,0.0,False,False,0.8429,0.2923,1.5541,0.9676,1.3401,0.9613,1.6065,,,,,
"52 Forest Street, Somerville MA",Forest Street,52,42.385129,-71.115367,Kennedy,Kennedy,9,0.2944,Kennedy,0.2944,0.0,False,False,0.8439,0.2944,1.56,0.9587,1.3329,0.9505,1.596,,,,,
"75 Forest Street, Somerville MA",Forest Street,75,42.385457,-71.115423,Kennedy,Kennedy,8,0.2717,Kennedy,0.2717,0.0,False,False,0.8216,0.2717,1.5378,0.9508,1.3206,0.9633,1.5945,,,,,
"99 Forest Street, Somerville MA",Forest Street,99,42.385428,-71.115206,Kennedy,Kennedy,8,0.2741,Kennedy,0.2741,0.0,False,False,0.8227,0.2741,1.5438,0.9418,1.3133,0.9525,1.584,,,,,
"1 Gould Avenue, Somerville MA",Gould Avenue,1,42.386918,-71.11267,Kennedy,Kennedy,8,0.2243,Kennedy,0.2243,0.0,False,False,0.7207,0.2243,1.5048,0.7803,1.148,0.8985,1.4395,,,,,
"26 Gould Avenue, Somerville MA",Gould Avenue,26,42.38672,-71.112853,Kennedy,Kennedy,8,0.2292,Kennedy,0.2292,0.0,False,False,0.7335,0.2292,1.5126,0.7946,1.1639,0.8978,1.4507,,,,,
"50 Gould Avenue, Somerville MA",Gould Avenue,50,42.3867,-71.112794,Kennedy,Kennedy,8,0.2321,Kennedy,0.2321,0.0,False,False,0.7352,0.2321,1.5152,0.7925,1.1625,0.8945,1.4479,,,,,
"74 Gould Avenue, Somerville MA",Gould Avenue,74,42.386679,-71.112734,Kennedy,Kennedy,10,0.2351,Kennedy,0.2351,0.0,False,False,0.7369,0.2351,1.5179,0.7903,1.1611,0.8912,1.4451,,,,,
"99 Gould Avenue, Somerville MA",Gould Avenue,99,42.386723,-71.112715,Kennedy,Kennedy,8,0.2333,Kennedy,0.2333,0.0,False,False,0.7339,0.2333,1.5156,0.7881,1.1584,0.8922,1.4437,,,,,
"1 Harvard Place, Somerville MA",Harvard Place,1,42.386086,-71.107376,Kennedy,Kennedy,16,0.4742,Kennedy,0.4742,0.0,False,False,0.8457,0.4742,1.6952,0.5834,1.0006,0.6595,1.1834,,,,,
"1 Hawthorne Street, Somerville MA",Hawthorne Street,1,42.394311,-71.119012,Kennedy,Kennedy,11,0.3839,Brown,0.3284,0.0555,True,False,0.3284,0.3839,0.9031,1.0476,1.2272,1.4806,1.778,,,,,
"26 Hawthorne Street, Somerville MA",Hawthorne Street,26,42.393881,-71.118363,Kennedy,Kennedy,10,0.3426,Brown,0.3244,0.0182,True,False,0.3244,0.3426,0.9442,1.0101,1.2005,1.4362,1.7403,,,,,
"50 Hawthorne Street, Somerville MA",Hawthorne Street,50,42.394306,-71.119355,Kennedy,Kennedy,12,0.3921,Brown,0.3424,0.0497,True,False,0.3424,0.3921,0.8962,1.0648,1.2445,1.4926,1.7951,,,,,
"74 Hawthorne Street, Somerville MA",Hawthorne Street,74,42.394353,-71.119519,Kennedy,Kennedy,12,0.3991,Brown,0.3472,0.0519,True,False,0.3472,0.3991,0.8899,1.0736,1.2521,1.5009,1.8039,,,,,
"99 Hawthorne Street, Somerville MA",Hawthorne Street,99,42.394311,-71.119012,Kennedy,Kennedy,11,0.3839,Brown,0.3284,0.0555,True,False,0.3284,0.3839,0.9031,1.0476,1.2272,1.4806,1.778,,,,,
"1 Henry Avenue, Somerville MA",Henry Avenue,1,42.394093,-71.115774,Kennedy,Kennedy,10,0.3253,Brown,0.2393,0.086,True,False,0.2393,0.3253,0.9967,0.8824,1.0684,1.3582,1.6128,,,,,
"26 Henry Avenue, Somerville MA",Henry Avenue,26,42.39397,-71.115929,Kennedy,Kennedy,9,0.3173,Brown,0.2502,0.0671,True,False,0.2502,0.3173,0.9996,0.8886,1.078,1.3568,1.619,,,,,
"50 Henry Avenue, Somerville MA",Henry Avenue,50,42.394166,-71.115775,Kennedy,Kennedy,10,0.3304,Brown,0.2347,0.0957,True,False,0.2347,0.3304,0.9925,0.8834,1.0673,1.3621,1.6138,,,,,
"74 Henry Avenue, Somerville MA",Henry Avenue,74,42.394361,-71.115621,Kennedy,Kennedy,10,0.3436,Brown,0.2192,0.1244,True,False,0.2192,0.3436,0.9857,0.8785,1.0568,1.3675,1.6087,,,,,
"99 Henry Avenue, Somerville MA",Henry Avenue,99,42.394377,-71.115555,Kennedy,Kennedy,10,0.3447,Brown,0.2169,0.1278,True,False,0.2169,0.3447,0.9866,0.8754,1.0533,1.3662,1.6056,,,,,
"1 Holyoke Road, Somerville MA",Holyoke Road,1,42.388033,-71.116115,Kennedy,Kennedy,3,0.0984,Kennedy,0.0984,0.0,False,False,0.6494,0.0984,1.3597,0.9187,1.2459,1.0859,1.6064,,,,,
"26 Holyoke Road, Somerville MA",Holyoke Road,26,42.388209,-71.116399,Kennedy,Kennedy,4,0.0929,Kennedy,0.0929,0.0,False,False,0.64,0.0929,1.3429,0.9295,1.2519,1.1048,1.62,,,,,
"50 Holyoke Road, Somerville MA",Holyoke Road,50,42.388938,-71.116947,Kennedy,Kennedy,3,0.079,Kennedy,0.079,0.0,False,False,0.597,0.079,1.2857,0.9452,1.2513,1.1569,1.6454,,,,,
"74 Holyoke Road, Somerville MA",Holyoke Road,74,42.38861,-71.116906,Kennedy,Kennedy,3,0.0887,Kennedy,0.0887,0.0,False,False,0.6185,0.0887,1.3074,0.948,1.2604,1.1419,1.6442,,,,,
"99 Holyoke Road, Somerville MA",Holyoke Road,99,42.388727,-71.116714,Kennedy,Kennedy,3,0.076,Kennedy,0.076,0.0,False,False,0.6083,0.076,1.3037,0.9366,1.2479,1.1387,1.6341,,,,,
"1 Ibbetson Street, Somerville MA",Ibbetson Street,1,42.385083,-71.1124,Kennedy,Kennedy,9,0.3375,Kennedy,0.3375,0.0,False,False,0.8482,0.3375,1.624,0.83,1.223,0.8159,1.4487,,,,,
"26 Ibbetson Street, Somerville MA",Ibbetson Street,26,42.385775,-71.111941,Kennedy,Kennedy,10,0.3094,Kennedy,0.3094,0.0,False,False,0.8034,0.3094,1.592,0.7846,1.1729,0.822,1.4158,,,,,
"50 Ibbetson Street, Somerville MA",Ibbetson Street,50,42.386209,-71.111201,Kennedy,Kennedy,11,0.3113,Kennedy,0.3113,0.0,False,False,0.7797,0.3113,1.5837,0.7368,1.1249,0.8092,1.3731,,,,,
"74 Ibbetson Street, Somerville MA",Ibbetson Street,74,42.386365,-71.111143,Kennedy,Kennedy,11,0.3059,Kennedy,0.3059,0.0,False,False,0.7697,0.3059,1.5758,0.7288,1.1152,0.8135,1.3683,,,,,
"99 Ibbetson Street, Somerville MA",Ibbetson Street,99,42.386543,-71.11077,Kennedy,Kennedy,12,0.3122,Kennedy,0.3122,0.0,False,False,0.7615,0.3122,1.5747,0.7062,1.093,0.8066,1.3475,,,,,
"1 Kent Court, Somerville MA",Kent Court,1,42.382611,-71.110704,Kennedy,Kennedy,14,0.5289,Kennedy,0.5289,0.0,False,False,1.029,0.5289,1.8154,0.8722,1.2945,0.662,1.4146,,,,,
"26 Kent Court, Somerville MA",Kent Court,26,42.382813,-71.110508,Kennedy,Kennedy,14,0.5214,Kennedy,0.5214,0.0,False,False,1.0169,0.5214,1.8074,0.8552,1.2773,0.6581,1.4003,,,,,
"1 Kent Street, Somerville MA",Kent Street,1,42.382876,-71.110497,Kennedy,Kennedy,14,0.5179,Kennedy,0.5179,0.0,False,False,1.0127,0.5179,1.8038,0.8517,1.2735,0.6593,1.3983,,,,,
"26 Kent Street, Somerville MA",Kent Street,26,42.382813,-71.110508,Kennedy,Kennedy,14,0.5214,Kennedy,0.5214,0.0,False,False,1.0169,0.5214,1.8074,0.8552,1.2773,0.6581,1.4003,,,,,
"50 Kent Street, Somerville MA",Kent Street,50,42.382221,-71.110564,Kennedy,Kennedy,15,0.5561,Kennedy,0.5561,0.0,False,False,1.0567,0.5561,1.8428,0.8869,1.3118,0.6457,1.4175,,,,,
"74 Kent Street, Somerville MA",Kent Street,74,42.38222,-71.110863,Kennedy,Kennedy,15,0.5494,Kennedy,0.5494,0.0,False,False,1.0544,0.5494,1.8362,0.8973,1.3209,0.66,1.4318,,,,,
"99 Kent Street, Somerville MA",Kent Street,99,42.382196,-71.110935,Kennedy,Kennedy,14,0.5493,Kennedy,0.5493,0.0,False,False,1.0555,0.5493,1.8361,0.9011,1.3245,0.6629,1.4358,,,,,
"1 Lesley Avenue, Somerville MA",Lesley Avenue,1,42.393815,-71.11514,Kennedy,Kennedy,9,0.3065,Brown,0.2477,0.0588,True,False,0.2477,0.3065,1.0307,0.8471,1.0414,1.3228,1.5774,,,,,
"26 Lesley Avenue, Somerville MA",Lesley Avenue,26,42.393713,-71.115261,Kennedy,Kennedy,9,0.2991,Brown,0.2561,0.043,True,False,0.2561,0.2991,1.0331,0.8519,1.0492,1.3213,1.5823,,,,,
"50 Lesley Avenue, Somerville MA",Lesley Avenue,50,42.393938,-71.115083,Kennedy,Kennedy,9,0.3152,Brown,0.2388,0.0764,True,False,0.2388,0.3152,1.0253,0.8457,1.0365,1.3275,1.5761,,,,,
"74 Lesley Avenue, Somerville MA",Lesley Avenue,74,42.394163,-71.114905,Kennedy,Kennedy,9,0.3314,Brown,0.2216,0.1098,True,False,0.2216,0.3314,1.0177,0.8399,1.0241,1.3339,1.5701,,,,,
"99 Lesley Avenue, Somerville MA",Lesley Avenue,99,42.39419,-71.114843,Kennedy,Kennedy,10,0.3336,Brown,0.2192,0.1144,True,False,0.2192,0.3336,1.0181,0.8372,1.0206,1.3334,1.5674,,,,,
"1 Lexington Avenue, Somerville MA",Lexington Avenue,1,42.393547,-71.111624,Kennedy,Kennedy,11,0.3495,Brown,0.2866,0.0629,True,False,0.2866,0.3495,1.1549,0.6673,0.8743,1.2012,1.3977,,,,,
"34 Lexington Avenue, Somerville MA",Lexington Avenue,34,42.393819,-71.113128,Kennedy,Kennedy,11,0.3296,Brown,0.2448,0.0848,True,False,0.2448,0.3296,1.0913,0.7463,0.9422,1.2603,1.4766,,,,,
